,Unnamed: 0.1,tollgate_id,direction,precipitation,pressure,rel_humidity,sea_pressure,temperature,wind_direction,wind_speed,volume,weekday,start_date_year,start_date_month,start_date_day,end_date_year,end_date_month,end_date_day,end_time_hour,end_time_min,start_time_hour,start_time_min
1289,1289,1,1,0.0,1015.8,84,1020.9,18.5,359,1.9,107,4,2016.0,10.0,14.0,2016.0,10.0,14.0,8.0,40.0,8.0,20.0
1290,1290,2,0,0.0,1015.8,84,1020.9,18.5,359,1.9,112,4,2016.0,10.0,14.0,2016.0,10.0,14.0,8.0,20.0,8.0,0.0
1291,1291,3,0,0.0,1015.8,84,1020.9,18.5,359,1.9,158,4,2016.0,10.0,14.0,2016.0,10.0,14.0,8.0,20.0,8.0,0.0
1292,1292,3,1,0.0,1015.8,84,1020.9,18.5,359,1.9,99,4,2016.0,10.0,14.0,2016.0,10.0,14.0,8.0,20.0,8.0,0.0
1293,1293,1,0,0.0,1015.8,84,1020.9,18.5,359,1.9,34,4,2016.0,10.0,14.0,2016.0,10.0,14.0,8.0,20.0,8.0,0.0
1294,1294,1,1,0.0,1015.8,84,1020.9,18.5,359,1.9,108,4,2016.0,10.0,14.0,2016.0,10.0,14.0,8.0,20.0,8.0,0.0
1295,1295,2,0,0.0,1015.8,84,1020.9,18.5,359,1.9,108,4,2016.0,10.0,14.0,2016.0,10.0,14.0,8.0,0.0,7.0,40.0
1296,1296,3,0,0.0,1015.8,84,1020.9,18.5,359,1.9,152,4,2016.0,10.0,14.0,2016.0,10.0,14.0,8.0,0.0,7.0,40.0
1297,1297,3,1,0.0,1015.8,84,1020.9,18.5,359,1.9,77,4,2016.0,10.0,14.0,2016.0,10.0,14.0,8.0,0.0,7.0,40.0
1298,1298,1,0,0.0,1015.8,84,1020.9,18.5,359,1.9,30,4,2016.0,10.0,14.0,2016.0,10.0,14.0,8.0,0.0,7.0,40.0
1299,1299,1,1,0.0,1015.8,84,1020.9,18.5,359,1.9,120,4,2016.0,10.0,14.0,2016.0,10.0,14.0,8.0,0.0,7.0,40.0
1300,1300,2,0,0.0,1015.8,84,1020.9,18.5,359,1.9,96,4,2016.0,10.0,14.0,2016.0,10.0,14.0,7.0,40.0,7.0,20.0
1301,1301,3,0,0.0,1015.8,84,1020.9,18.5,359,1.9,126,4,2016.0,10.0,14.0,2016.0,10.0,14.0,7.0,40.0,7.0,20.0
1302,1302,3,1,0.0,1015.8,84,1020.9,18.5,359,1.9,71,4,2016.0,10.0,14.0,2016.0,10.0,14.0,7.0,40.0,7.0,20.0
1303,1303,1,0,0.0,1015.8,84,1020.9,18.5,359,1.9,28,4,2016.0,10.0,14.0,2016.0,10.0,14.0,7.0,40.0,7.0,20.0
1304,1304,1,1,0.0,1015.8,84,1020.9,18.5,359,1.9,78,4,2016.0,10.0,14.0,2016.0,10.0,14.0,7.0,40.0,7.0,20.0
1305,1305,2,0,0.0,1015.8,84,1020.9,18.5,359,1.9,87,4,2016.0,10.0,14.0,2016.0,10.0,14.0,7.0,20.0,7.0,0.0
1306,1306,3,0,0.0,1015.8,84,1020.9,18.5,359,1.9,93,4,2016.0,10.0,14.0,2016.0,10.0,14.0,7.0,20.0,7.0,0.0
1307,1307,3,1,0.0,1015.8,84,1020.9,18.5,359,1.9,73,4,2016.0,10.0,14.0,2016.0,10.0,14.0,7.0,20.0,7.0,0.0
1308,1308,1,0,0.0,1015.8,84,1020.9,18.5,359,1.9,23,4,2016.0,10.0,14.0,2016.0,10.0,14.0,7.0,20.0,7.0,0.0
1309,1309,1,1,0.0,1015.8,84,1020.9,18.5,359,1.9,72,4,2016.0,10.0,14.0,2016.0,10.0,14.0,7.0,20.0,7.0,0.0
1310,1310,2,0,0.0,1015.8,84,1020.9,18.5,359,1.9,47,4,2016.0,10.0,14.0,2016.0,10.0,14.0,7.0,0.0,6.0,40.0
1311,1311,3,0,0.0,1015.8,84,1020.9,18.5,359,1.9,78,4,2016.0,10.0,14.0,2016.0,10.0,14.0,7.0,0.0,6.0,40.0
1312,1312,3,1,0.0,1015.8,84,1020.9,18.5,359,1.9,54,4,2016.0,10.0,14.0,2016.0,10.0,14.0,7.0,0.0,6.0,40.0
1313,1313,1,0,0.0,1015.8,84,1020.9,18.5,359,1.9,20,4,2016.0,10.0,14.0,2016.0,10.0,14.0,7.0,0.0,6.0,40.0
1314,1314,1,1,0.0,1015.8,84,1020.9,18.5,359,1.9,57,4,2016.0,10.0,14.0,2016.0,10.0,14.0,7.0,0.0,6.0,40.0
1315,1315,2,0,0.0,1015.8,84,1020.9,18.5,359,1.9,45,4,2016.0,10.0,14.0,2016.0,10.0,14.0,6.0,40.0,6.0,20.0
1316,1316,3,0,0.0,1015.8,84,1020.9,18.5,359,1.9,38,4,2016.0,10.0,14.0,2016.0,10.0,14.0,6.0,40.0,6.0,20.0
1317,1317,3,1,0.0,1015.8,84,1020.9,18.5,359,1.9,34,4,2016.0,10.0,14.0,2016.0,10.0,14.0,6.0,40.0,6.0,20.0
1318,1318,1,0,0.0,1015.8,84,1020.9,18.5,359,1.9,20,4,2016.0,10.0,14.0,2016.0,10.0,14.0,6.0,40.0,6.0,20.0
1319,1319,1,1,0.0,1015.8,84,1020.9,18.5,359,1.9,48,4,2016.0,10.0,14.0,2016.0,10.0,14.0,6.0,40.0,6.0,20.0
1320,1320,2,0,0.0,1015.8,84,1020.9,18.5,359,1.9,20,4,2016.0,10.0,14.0,2016.0,10.0,14.0,6.0,20.0,6.0,0.0
1321,1321,3,0,0.0,1015.8,84,1020.9,18.5,359,1.9,19,4,2016.0,10.0,14.0,2016.0,10.0,14.0,6.0,20.0,6.0,0.0
1322,1322,3,1,0.0,1015.8,84,1020.9,18.5,359,1.9,17,4,2016.0,10.0,14.0,2016.0,10.0,14.0,6.0,20.0,6.0,0.0
1323,1323,1,0,0.0,1015.8,84,1020.9,18.5,359,1.9,14,4,2016.0,10.0,14.0,2016.0,10.0,14.0,6.0,20.0,6.0,0.0
1324,1324,1,1,0.0,1015.8,84,1020.9,18.5,359,1.9,34,4,2016.0,10.0,14.0,2016.0,10.0,14.0,6.0,20.0,6.0,0.0
1325,1325,2,0,0.0,1017.8,82,1022.9,18.8,2,1.6,22,4,2016.0,10.0,14.0,2016.0,10.0,14.0,6.0,0.0,5.0,40.0
1326,1326,3,0,0.0,1017.8,82,1022.9,18.8,2,1.6,18,4,2016.0,10.0,14.0,2016.0,10.0,14.0,6.0,0.0,5.0,40.0
1327,1327,3,1,0.0,1017.8,82,1022.9,18.8,2,1.6,13,4,2016.0,10.0,14.0,2016.0,10.0,14.0,6.0,0.0,5.0,40.0
1328,1328,1,0,0.0,1017.8,82,1022.9,18.8,2,1.6,8,4,2016.0,10.0,14.0,2016.0,10.0,14.0,6.0,0.0,5.0,40.0
1329,1329,1,1,0.0,1017.8,82,1022.9,18.8,2,1.6,41,4,2016.0,10.0,14.0,2016.0,10.0,14.0,6.0,0.0,5.0,40.0
1330,1330,2,0,0.0,1017.8,82,1022.9,18.8,2,1.6,10,4,2016.0,10.0,14.0,2016.0,10.0,14.0,5.0,40.0,5.0,20.0
1331,1331,3,0,0.0,1017.8,82,1022.9,18.8,2,1.6,16,4,2016.0,10.0,14.0,2016.0,10.0,14.0,5.0,40.0,5.0,20.0
1332,1332,3,1,0.0,1017.8,82,1022.9,18.8,2,1.6,5,4,2016.0,10.0,14.0,2016.0,10.0,14.0,5.0,40.0,5.0,20.0
1333,1333,1,0,0.0,1017.8,82,1022.9,18.8,2,1.6,7,4,2016.0,10.0,14.0,2016.0,10.0,14.0,5.0,40.0,5.0,20.0
1334,1334,1,1,0.0,1017.8,82,1022.9,18.8,2,1.6,33,4,2016.0,10.0,14.0,2016.0,10.0,14.0,5.0,40.0,5.0,20.0
1335,1335,2,0,0.0,1017.8,82,1022.9,18.8,2,1.6,14,4,2016.0,10.0,14.0,2016.0,10.0,14.0,5.0,20.0,5.0,0.0
1336,1336,3,0,0.0,1017.8,82,1022.9,18.8,2,1.6,15,4,2016.0,10.0,14.0,2016.0,10.0,14.0,5.0,20.0,5.0,0.0
1337,1337,3,1,0.0,1017.8,82,1022.9,18.8,2,1.6,11,4,2016.0,10.0,14.0,2016.0,10.0,14.0,5.0,20.0,5.0,0.0
1338,1338,1,0,0.0,1017.8,82,1022.9,18.8,2,1.6,3,4,2016.0,10.0,14.0,2016.0,10.0,14.0,5.0,20.0,5.0,0.0
1339,1339,1,1,0.0,1017.8,82,1022.9,18.8,2,1.6,29,4,2016.0,10.0,14.0,2016.0,10.0,14.0,5.0,20.0,5.0,0.0
1340,1340,2,0,0.0,1017.8,82,1022.9,18.8,2,1.6,6,4,2016.0,10.0,14.0,2016.0,10.0,14.0,5.0,0.0,4.0,40.0
1341,1341,3,0,0.0,1017.8,82,1022.9,18.8,2,1.6,14,4,2016.0,10.0,14.0,2016.0,10.0,14.0,5.0,0.0,4.0,40.0
1342,1342,3,1,0.0,1017.8,82,1022.9,18.8,2,1.6,11,4,2016.0,10.0,14.0,2016.0,10.0,14.0,5.0,0.0,4.0,40.0
1343,1343,1,0,0.0,1017.8,82,1022.9,18.8,2,1.6,6,4,2016.0,10.0,14.0,2016.0,10.0,14.0,5.0,0.0,4.0,40.0
1344,1344,1,1,0.0,1017.8,82,1022.9,18.8,2,1.6,25,4,2016.0,10.0,14.0,2016.0,10.0,14.0,5.0,0.0,4.0,40.0
1345,1345,2,0,0.0,1017.8,82,1022.9,18.8,2,1.6,1,4,2016.0,10.0,14.0,2016.0,10.0,14.0,4.0,40.0,4.0,20.0
1346,1346,3,0,0.0,1017.8,82,1022.9,18.8,2,1.6,13,4,2016.0,10.0,14.0,2016.0,10.0,14.0,4.0,40.0,4.0,20.0
1347,1347,3,1,0.0,1017.8,82,1022.9,18.8,2,1.6,9,4,2016.0,10.0,14.0,2016.0,10.0,14.0,4.0,40.0,4.0,20.0
1348,1348,1,0,0.0,1017.8,82,1022.9,18.8,2,1.6,13,4,2016.0,10.0,14.0,2016.0,10.0,14.0,4.0,40.0,4.0,20.0
1349,1349,1,1,0.0,1017.8,82,1022.9,18.8,2,1.6,17,4,2016.0,10.0,14.0,2016.0,10.0,14.0,4.0,40.0,4.0,20.0
1350,1350,3,0,0.0,1017.8,82,1022.9,18.8,2,1.6,11,4,2016.0,10.0,14.0,2016.0,10.0,14.0,4.0,20.0,4.0,0.0
1351,1351,3,1,0.0,1017.8,82,1022.9,18.8,2,1.6,3,4,2016.0,10.0,14.0,2016.0,10.0,14.0,4.0,20.0,4.0,0.0
1352,1352,1,0,0.0,1017.8,82,1022.9,18.8,2,1.6,12,4,2016.0,10.0,14.0,2016.0,10.0,14.0,4.0,20.0,4.0,0.0
1353,1353,1,1,0.0,1017.8,82,1022.9,18.8,2,1.6,16,4,2016.0,10.0,14.0,2016.0,10.0,14.0,4.0,20.0,4.0,0.0
1354,1354,3,0,0.0,1017.8,82,1022.9,18.8,2,1.6,7,4,2016.0,10.0,14.0,2016.0,10.0,14.0,4.0,0.0,3.0,40.0
1355,1355,3,1,0.0,1017.8,82,1022.9,18.8,2,1.6,2,4,2016.0,10.0,14.0,2016.0,10.0,14.0,4.0,0.0,3.0,40.0
1356,1356,1,0,0.0,1017.8,82,1022.9,18.8,2,1.6,8,4,2016.0,10.0,14.0,2016.0,10.0,14.0,4.0,0.0,3.0,40.0
1357,1357,1,1,0.0,1017.8,82,1022.9,18.8,2,1.6,12,4,2016.0,10.0,14.0,2016.0,10.0,14.0,4.0,0.0,3.0,40.0
1358,1358,2,0,0.0,1017.8,82,1022.9,18.8,2,1.6,1,4,2016.0,10.0,14.0,2016.0,10.0,14.0,3.0,40.0,3.0,20.0
1359,1359,3,0,0.0,1017.8,82,1022.9,18.8,2,1.6,12,4,2016.0,10.0,14.0,2016.0,10.0,14.0,3.0,40.0,3.0,20.0
1360,1360,3,1,0.0,1017.8,82,1022.9,18.8,2,1.6,6,4,2016.0,10.0,14.0,2016.0,10.0,14.0,3.0,40.0,3.0,20.0
1361,1361,1,0,0.0,1017.8,82,1022.9,18.8,2,1.6,3,4,2016.0,10.0,14.0,2016.0,10.0,14.0,3.0,40.0,3.0,20.0
1362,1362,1,1,0.0,1017.8,82,1022.9,18.8,2,1.6,8,4,2016.0,10.0,14.0,2016.0,10.0,14.0,3.0,40.0,3.0,20.0
1363,1363,2,0,0.0,1017.8,82,1022.9,18.8,2,1.6,2,4,2016.0,10.0,14.0,2016.0,10.0,14.0,3.0,20.0,3.0,0.0
1364,1364,3,0,0.0,1017.8,82,1022.9,18.8,2,1.6,13,4,2016.0,10.0,14.0,2016.0,10.0,14.0,3.0,20.0,3.0,0.0
1365,1365,3,1,0.0,1017.8,82,1022.9,18.8,2,1.6,2,4,2016.0,10.0,14.0,2016.0,10.0,14.0,3.0,20.0,3.0,0.0
1366,1366,1,0,0.0,1017.8,82,1022.9,18.8,2,1.6,4,4,2016.0,10.0,14.0,2016.0,10.0,14.0,3.0,20.0,3.0,0.0
1367,1367,1,1,0.0,1017.8,82,1022.9,18.8,2,1.6,7,4,2016.0,10.0,14.0,2016.0,10.0,14.0,3.0,20.0,3.0,0.0
1368,1368,2,0,0.0,1017.4,88,1022.5,18.4,46,3.0,1,4,2016.0,10.0,14.0,2016.0,10.0,14.0,3.0,0.0,2.0,40.0
1369,1369,3,0,0.0,1017.4,88,1022.5,18.4,46,3.0,16,4,2016.0,10.0,14.0,2016.0,10.0,14.0,3.0,0.0,2.0,40.0
1370,1370,3,1,0.0,1017.4,88,1022.5,18.4,46,3.0,9,4,2016.0,10.0,14.0,2016.0,10.0,14.0,3.0,0.0,2.0,40.0
1371,1371,1,0,0.0,1017.4,88,1022.5,18.4,46,3.0,12,4,2016.0,10.0,14.0,2016.0,10.0,14.0,3.0,0.0,2.0,40.0
1372,1372,1,1,0.0,1017.4,88,1022.5,18.4,46,3.0,6,4,2016.0,10.0,14.0,2016.0,10.0,14.0,3.0,0.0,2.0,40.0
1373,1373,3,0,0.0,1017.4,88,1022.5,18.4,46,3.0,14,4,2016.0,10.0,14.0,2016.0,10.0,14.0,2.0,40.0,2.0,20.0
1374,1374,3,1,0.0,1017.4,88,1022.5,18.4,46,3.0,5,4,2016.0,10.0,14.0,2016.0,10.0,14.0,2.0,40.0,2.0,20.0
1375,1375,1,0,0.0,1017.4,88,1022.5,18.4,46,3.0,5,4,2016.0,10.0,14.0,2016.0,10.0,14.0,2.0,40.0,2.0,20.0
1376,1376,1,1,0.0,1017.4,88,1022.5,18.4,46,3.0,8,4,2016.0,10.0,14.0,2016.0,10.0,14.0,2.0,40.0,2.0,20.0
1377,1377,3,0,0.0,1017.4,88,1022.5,18.4,46,3.0,12,4,2016.0,10.0,14.0,2016.0,10.0,14.0,2.0,20.0,2.0,0.0
1378,1378,3,1,0.0,1017.4,88,1022.5,18.4,46,3.0,6,4,2016.0,10.0,14.0,2016.0,10.0,14.0,2.0,20.0,2.0,0.0
1379,1379,1,0,0.0,1017.4,88,1022.5,18.4,46,3.0,7,4,2016.0,10.0,14.0,2016.0,10.0,14.0,2.0,20.0,2.0,0.0
1380,1380,1,1,0.0,1017.4,88,1022.5,18.4,46,3.0,9,4,2016.0,10.0,14.0,2016.0,10.0,14.0,2.0,20.0,2.0,0.0
1381,1381,2,0,0.0,1017.4,88,1022.5,18.4,46,3.0,1,4,2016.0,10.0,14.0,2016.0,10.0,14.0,2.0,0.0,1.0,40.0
1382,1382,3,0,0.0,1017.4,88,1022.5,18.4,46,3.0,15,4,2016.0,10.0,14.0,2016.0,10.0,14.0,2.0,0.0,1.0,40.0
1383,1383,3,1,0.0,1017.4,88,1022.5,18.4,46,3.0,14,4,2016.0,10.0,14.0,2016.0,10.0,14.0,2.0,0.0,1.0,40.0
1384,1384,1,0,0.0,1017.4,88,1022.5,18.4,46,3.0,12,4,2016.0,10.0,14.0,2016.0,10.0,14.0,2.0,0.0,1.0,40.0
1385,1385,1,1,0.0,1017.4,88,1022.5,18.4,46,3.0,7,4,2016.0,10.0,14.0,2016.0,10.0,14.0,2.0,0.0,1.0,40.0
1386,1386,3,0,0.0,1017.4,88,1022.5,18.4,46,3.0,16,4,2016.0,10.0,14.0,2016.0,10.0,14.0,1.0,40.0,1.0,20.0
1387,1387,3,1,0.0,1017.4,88,1022.5,18.4,46,3.0,12,4,2016.0,10.0,14.0,2016.0,10.0,14.0,1.0,40.0,1.0,20.0
1388,1388,1,0,0.0,1017.4,88,1022.5,18.4,46,3.0,11,4,2016.0,10.0,14.0,2016.0,10.0,14.0,1.0,40.0,1.0,20.0
1389,1389,1,1,0.0,1017.4,88,1022.5,18.4,46,3.0,10,4,2016.0,10.0,14.0,2016.0,10.0,14.0,1.0,40.0,1.0,20.0
1390,1390,3,0,0.0,1017.4,88,1022.5,18.4,46,3.0,22,4,2016.0,10.0,14.0,2016.0,10.0,14.0,1.0,20.0,1.0,0.0
1391,1391,3,1,0.0,1017.4,88,1022.5,18.4,46,3.0,14,4,2016.0,10.0,14.0,2016.0,10.0,14.0,1.0,20.0,1.0,0.0
1392,1392,1,0,0.0,1017.4,88,1022.5,18.4,46,3.0,6,4,2016.0,10.0,14.0,2016.0,10.0,14.0,1.0,20.0,1.0,0.0
1393,1393,1,1,0.0,1017.4,88,1022.5,18.4,46,3.0,6,4,2016.0,10.0,14.0,2016.0,10.0,14.0,1.0,20.0,1.0,0.0
1394,1394,2,0,0.0,1017.4,88,1022.5,18.4,46,3.0,1,4,2016.0,10.0,14.0,2016.0,10.0,14.0,1.0,0.0,0.0,40.0
1395,1395,3,0,0.0,1017.4,88,1022.5,18.4,46,3.0,18,4,2016.0,10.0,14.0,2016.0,10.0,14.0,1.0,0.0,0.0,40.0
1396,1396,3,1,0.0,1017.4,88,1022.5,18.4,46,3.0,81,4,2016.0,10.0,14.0,2016.0,10.0,14.0,1.0,0.0,0.0,40.0
1397,1397,1,0,0.0,1017.4,88,1022.5,18.4,46,3.0,8,4,2016.0,10.0,14.0,2016.0,10.0,14.0,1.0,0.0,0.0,40.0
1398,1398,1,1,0.0,1017.4,88,1022.5,18.4,46,3.0,32,4,2016.0,10.0,14.0,2016.0,10.0,14.0,1.0,0.0,0.0,40.0
1399,1399,2,0,0.0,1017.4,88,1022.5,18.4,46,3.0,1,4,2016.0,10.0,14.0,2016.0,10.0,14.0,0.0,40.0,0.0,20.0
1400,1400,3,0,0.0,1017.4,88,1022.5,18.4,46,3.0,16,4,2016.0,10.0,14.0,2016.0,10.0,14.0,0.0,40.0,0.0,20.0
1401,1401,3,1,0.0,1017.4,88,1022.5,18.4,46,3.0,112,4,2016.0,10.0,14.0,2016.0,10.0,14.0,0.0,40.0,0.0,20.0
1402,1402,1,0,0.0,1017.4,88,1022.5,18.4,46,3.0,15,4,2016.0,10.0,14.0,2016.0,10.0,14.0,0.0,40.0,0.0,20.0
1403,1403,1,1,0.0,1017.4,88,1022.5,18.4,46,3.0,57,4,2016.0,10.0,14.0,2016.0,10.0,14.0,0.0,40.0,0.0,20.0
1404,1404,2,0,0.0,1017.4,88,1022.5,18.4,46,3.0,1,4,2016.0,10.0,14.0,2016.0,10.0,14.0,0.0,20.0,0.0,0.0
1405,1405,3,0,0.0,1017.4,88,1022.5,18.4,46,3.0,16,4,2016.0,10.0,14.0,2016.0,10.0,14.0,0.0,20.0,0.0,0.0
1406,1406,3,1,0.0,1017.4,88,1022.5,18.4,46,3.0,128,4,2016.0,10.0,14.0,2016.0,10.0,14.0,0.0,20.0,0.0,0.0
1407,1407,1,0,0.0,1017.4,88,1022.5,18.4,46,3.0,15,4,2016.0,10.0,14.0,2016.0,10.0,14.0,0.0,20.0,0.0,0.0
1408,1408,1,1,0.0,1017.4,88,1022.5,18.4,46,3.0,122,4,2016.0,10.0,14.0,2016.0,10.0,14.0,0.0,20.0,0.0,0.0
1409,1409,2,0,0.3,1015.9,89,1021.0,18.0,352,2.5,9,3,2016.0,10.0,13.0,2016.0,10.0,14.0,0.0,0.0,23.0,40.0
1410,1410,3,0,0.3,1015.9,89,1021.0,18.0,352,2.5,16,3,2016.0,10.0,13.0,2016.0,10.0,14.0,0.0,0.0,23.0,40.0
1411,1411,3,1,0.3,1015.9,89,1021.0,18.0,352,2.5,13,3,2016.0,10.0,13.0,2016.0,10.0,14.0,0.0,0.0,23.0,40.0
1412,1412,1,0,0.3,1015.9,89,1021.0,18.0,352,2.5,9,3,2016.0,10.0,13.0,2016.0,10.0,14.0,0.0,0.0,23.0,40.0
1413,1413,1,1,0.3,1015.9,89,1021.0,18.0,352,2.5,8,3,2016.0,10.0,13.0,2016.0,10.0,14.0,0.0,0.0,23.0,40.0
1414,1414,2,0,0.3,1015.9,89,1021.0,18.0,352,2.5,11,3,2016.0,10.0,13.0,2016.0,10.0,13.0,23.0,40.0,23.0,20.0
1415,1415,3,0,0.3,1015.9,89,1021.0,18.0,352,2.5,15,3,2016.0,10.0,13.0,2016.0,10.0,13.0,23.0,40.0,23.0,20.0
1416,1416,3,1,0.3,1015.9,89,1021.0,18.0,352,2.5,15,3,2016.0,10.0,13.0,2016.0,10.0,13.0,23.0,40.0,23.0,20.0
1417,1417,1,0,0.3,1015.9,89,1021.0,18.0,352,2.5,11,3,2016.0,10.0,13.0,2016.0,10.0,13.0,23.0,40.0,23.0,20.0
1418,1418,1,1,0.3,1015.9,89,1021.0,18.0,352,2.5,11,3,2016.0,10.0,13.0,2016.0,10.0,13.0,23.0,40.0,23.0,20.0
1419,1419,2,0,0.3,1015.9,89,1021.0,18.0,352,2.5,6,3,2016.0,10.0,13.0,2016.0,10.0,13.0,23.0,20.0,23.0,0.0
1420,1420,3,0,0.3,1015.9,89,1021.0,18.0,352,2.5,4,3,2016.0,10.0,13.0,2016.0,10.0,13.0,23.0,20.0,23.0,0.0
1421,1421,3,1,0.3,1015.9,89,1021.0,18.0,352,2.5,15,3,2016.0,10.0,13.0,2016.0,10.0,13.0,23.0,20.0,23.0,0.0
1422,1422,1,0,0.3,1015.9,89,1021.0,18.0,352,2.5,3,3,2016.0,10.0,13.0,2016.0,10.0,13.0,23.0,20.0,23.0,0.0
1423,1423,1,1,0.3,1015.9,89,1021.0,18.0,352,2.5,14,3,2016.0,10.0,13.0,2016.0,10.0,13.0,23.0,20.0,23.0,0.0
1424,1424,2,0,0.3,1015.9,89,1021.0,18.0,352,2.5,15,3,2016.0,10.0,13.0,2016.0,10.0,13.0,23.0,0.0,22.0,40.0
1425,1425,3,0,0.3,1015.9,89,1021.0,18.0,352,2.5,17,3,2016.0,10.0,13.0,2016.0,10.0,13.0,23.0,0.0,22.0,40.0
1426,1426,3,1,0.3,1015.9,89,1021.0,18.0,352,2.5,25,3,2016.0,10.0,13.0,2016.0,10.0,13.0,23.0,0.0,22.0,40.0
1427,1427,1,0,0.3,1015.9,89,1021.0,18.0,352,2.5,6,3,2016.0,10.0,13.0,2016.0,10.0,13.0,23.0,0.0,22.0,40.0
1428,1428,1,1,0.3,1015.9,89,1021.0,18.0,352,2.5,25,3,2016.0,10.0,13.0,2016.0,10.0,13.0,23.0,0.0,22.0,40.0
1429,1429,2,0,0.3,1015.9,89,1021.0,18.0,352,2.5,13,3,2016.0,10.0,13.0,2016.0,10.0,13.0,22.0,40.0,22.0,20.0
1430,1430,3,0,0.3,1015.9,89,1021.0,18.0,352,2.5,22,3,2016.0,10.0,13.0,2016.0,10.0,13.0,22.0,40.0,22.0,20.0
1431,1431,3,1,0.3,1015.9,89,1021.0,18.0,352,2.5,33,3,2016.0,10.0,13.0,2016.0,10.0,13.0,22.0,40.0,22.0,20.0
1432,1432,1,0,0.3,1015.9,89,1021.0,18.0,352,2.5,11,3,2016.0,10.0,13.0,2016.0,10.0,13.0,22.0,40.0,22.0,20.0
1433,1433,1,1,0.3,1015.9,89,1021.0,18.0,352,2.5,19,3,2016.0,10.0,13.0,2016.0,10.0,13.0,22.0,40.0,22.0,20.0
1434,1434,2,0,0.3,1015.9,89,1021.0,18.0,352,2.5,17,3,2016.0,10.0,13.0,2016.0,10.0,13.0,22.0,20.0,22.0,0.0
1435,1435,3,0,0.3,1015.9,89,1021.0,18.0,352,2.5,23,3,2016.0,10.0,13.0,2016.0,10.0,13.0,22.0,20.0,22.0,0.0
1436,1436,3,1,0.3,1015.9,89,1021.0,18.0,352,2.5,36,3,2016.0,10.0,13.0,2016.0,10.0,13.0,22.0,20.0,22.0,0.0
1437,1437,1,0,0.3,1015.9,89,1021.0,18.0,352,2.5,9,3,2016.0,10.0,13.0,2016.0,10.0,13.0,22.0,20.0,22.0,0.0
1438,1438,1,1,0.3,1015.9,89,1021.0,18.0,352,2.5,24,3,2016.0,10.0,13.0,2016.0,10.0,13.0,22.0,20.0,22.0,0.0
1439,1439,2,0,0.3,1015.9,89,1021.0,18.0,352,2.5,27,3,2016.0,10.0,13.0,2016.0,10.0,13.0,22.0,0.0,21.0,40.0
1440,1440,3,0,0.3,1015.9,89,1021.0,18.0,352,2.5,27,3,2016.0,10.0,13.0,2016.0,10.0,13.0,22.0,0.0,21.0,40.0
1441,1441,3,1,0.3,1015.9,89,1021.0,18.0,352,2.5,45,3,2016.0,10.0,13.0,2016.0,10.0,13.0,22.0,0.0,21.0,40.0
1442,1442,1,0,0.3,1015.9,89,1021.0,18.0,352,2.5,16,3,2016.0,10.0,13.0,2016.0,10.0,13.0,22.0,0.0,21.0,40.0
1443,1443,1,1,0.3,1015.9,89,1021.0,18.0,352,2.5,25,3,2016.0,10.0,13.0,2016.0,10.0,13.0,22.0,0.0,21.0,40.0
1444,1444,2,0,0.3,1015.9,89,1021.0,18.0,352,2.5,25,3,2016.0,10.0,13.0,2016.0,10.0,13.0,21.0,40.0,21.0,20.0
1445,1445,3,0,0.3,1015.9,89,1021.0,18.0,352,2.5,31,3,2016.0,10.0,13.0,2016.0,10.0,13.0,21.0,40.0,21.0,20.0
1446,1446,3,1,0.3,1015.9,89,1021.0,18.0,352,2.5,35,3,2016.0,10.0,13.0,2016.0,10.0,13.0,21.0,40.0,21.0,20.0
1447,1447,1,0,0.3,1015.9,89,1021.0,18.0,352,2.5,18,3,2016.0,10.0,13.0,2016.0,10.0,13.0,21.0,40.0,21.0,20.0
1448,1448,1,1,0.3,1015.9,89,1021.0,18.0,352,2.5,23,3,2016.0,10.0,13.0,2016.0,10.0,13.0,21.0,40.0,21.0,20.0
1449,1449,2,0,0.3,1015.9,89,1021.0,18.0,352,2.5,26,3,2016.0,10.0,13.0,2016.0,10.0,13.0,21.0,20.0,21.0,0.0
1450,1450,3,0,0.3,1015.9,89,1021.0,18.0,352,2.5,37,3,2016.0,10.0,13.0,2016.0,10.0,13.0,21.0,20.0,21.0,0.0
1451,1451,3,1,0.3,1015.9,89,1021.0,18.0,352,2.5,38,3,2016.0,10.0,13.0,2016.0,10.0,13.0,21.0,20.0,21.0,0.0
1452,1452,1,0,0.3,1015.9,89,1021.0,18.0,352,2.5,18,3,2016.0,10.0,13.0,2016.0,10.0,13.0,21.0,20.0,21.0,0.0
1453,1453,1,1,0.3,1015.9,89,1021.0,18.0,352,2.5,29,3,2016.0,10.0,13.0,2016.0,10.0,13.0,21.0,20.0,21.0,0.0
1454,1454,2,0,0.0,1015.8,75,1020.9,19.1,352,1.5,42,3,2016.0,10.0,13.0,2016.0,10.0,13.0,21.0,0.0,20.0,40.0
1455,1455,3,0,0.0,1015.8,75,1020.9,19.1,352,1.5,34,3,2016.0,10.0,13.0,2016.0,10.0,13.0,21.0,0.0,20.0,40.0
1456,1456,3,1,0.0,1015.8,75,1020.9,19.1,352,1.5,50,3,2016.0,10.0,13.0,2016.0,10.0,13.0,21.0,0.0,20.0,40.0
1457,1457,1,0,0.0,1015.8,75,1020.9,19.1,352,1.5,18,3,2016.0,10.0,13.0,2016.0,10.0,13.0,21.0,0.0,20.0,40.0
